id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
160204	yṣḥ	[yṣḥ]	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
# KTU 1.6 VI:33							
160205	bˤl	bʿl   	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
160206	yṯṯbn	yṯṯbn [ ]  	!y!]ṯ](yṯb[~n	/y-ṯ-b/	vb Gt? prefc. 3 m. sg. + energic -n	to be seated, enthroned	UNP: 'Let Baal be enthroned on his royal throne'; t-infix assimilated to ṯ; stem uncertain.
160207	l	[l ] 	l(I)	l (I)	prep.	on	
160208	ksi	[ksi]	ks(u/&i	ks/śủ	n. m. sg. cstr. gen.	seat, throne	
# KTU 1.6 VI:34							
160209	mlkh	mlkh  	mlk(II)/+h	mlk (II)	n. m. sg. cstr. gen. + 3 m. sg. suff.	kingdom	'his kingdom'.
160210	l	l 	l(I)	l (I)	prep.	on	
160211	nḫt	n[ḫt  ]  	nḫ(t/t	nḫt	n. f. sg. cstr. gen.	divan, resting-place	
160212	l	[l ] 	l(I)	l (I)	prep.	on	
160213	kḥṯ	[kḥṯ]	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
# KTU 1.6 VI:35							
160214	drkth	drkth[                   ]                  	drk(t/t+h	drkt	n. f. sg. cstr. gen. + 3 m. sg. suff.	rule, power	'the throne of his dominion'.
# KTU 1.6 VI:36							
160215	xxxx	[xxxx  ]  	?	?	?	?	
160216	drkt	dr[kt         ]         	drk(t/t	drkt	n. f. sg.	rule, power	
# KTU 1.6 VI:37							
160217	drdr	dr[d]r    	drdr/	drdr	n. m.	eternity	dr dr 'generation of generations'; DULAT: drdr → dr.
160218	hn	hn[             ]             	hn	hn	deictic functor	behold!	
# KTU 1.6 VI:38							
160219	xxxx	[xxxx  ]  	?	?	?	?	
160220	šnt	šnt[            ]            	šn(t(I)/t	šnt (I)	n. f. sg.	year	
# KTU 1.6 VI:39							
160221	xxxxxxxx	[xxxxx]xx[x  ]  	?	?	?	?	
160222	il	[il  ]  	il(I)/	ỉl (I)	DN m. sg. abs.	ʾIlu/El	
160223	d	d 	d	d	det. or rel. functor	the one of	
160224	pid	pid	pid/	pỉd	n. m. sg. abs. gen.	heart	
# KTU 1.6 VI:40							
160225	xxxxxxx	[xxxxxxx ]   	?	?	?	?	
160226	qbat	qbat	qb(ʔ&a[t===	/q-b-ʔ/	vb G suffc. 3 f. sg.	to summon	DULAT cites /q-b-ʔ/ here (broken context).
# KTU 1.6 VI:41							
160227	xxxx	[xxxx ] 	?	?	?	?	
160228	bl	bl  	?	?	?	?	Broken: […]bl; /y-b-l/?
160229	inšt	inšt	inš(t/t	ỉnšt	n. f. sg.	relatives	DULAT cites ỉnšt here (broken context).
# KTU 1.6 VI:42							
160230	xxšu	[xx]šu    	?	?	?	?	= [tš/yš]u?
160231	l	l 	l(III)	l (III)	functor	indeed	
160232	tštql	tštql	!t=!]š]]t]ql[	/q-l/	vb Št prefc. 2 m. sg.	to betake oneself, descend	DULAT cites /q-l/: l tštql; UNP: 'So get yourself to…'.
# KTU 1.6 VI:43							
160233	šir	[ši]r    	šir(I)/	šỉr (I)	n. m. sg. abs. acc.	flesh, meat	
160234	ṭry	ṭry  	ṭry(I)/	ṭry (I)	adj. m. sg. abs. acc.	fresh	
160235	ap	ap  	ap(I)	ảp (I)	adv./conj.	also	DULAT: ap l tlḥm lḥm trmmt 'so you may eat the sacrificial meal' (UNP).
160236	l	l 	l(III)	l (III)	functor	indeed	
160237	tlḥm	tlḥm	!t=!lḥm(I)[	/l-ḥ-m/ (I)	vb G prefc. 2 m. sg.	to eat	
# KTU 1.6 VI:44							
160238	lḥm	lḥm  	lḥm/	lḥm	n. m. sg. cstr. acc.	food, bread	lḥm trmmt 'the bread of offering'.
160239	trmmt	trmmt  	tr&mm(t/t	trmt	n. f. sg. abs. gen.	offering	DULAT: trmt; second m scribal (tr{m}mt).
160240	l	l 	l(III)	l (III)	functor	indeed	
160241	tšt	tšt	!t=!št(y[	/š-t-y/	vb G prefc. 2 m. sg.	to drink	'you may drink the offertory wine' (UNP).
# KTU 1.6 VI:45							
160242	yn	yn  	yn/	yn	n. m. sg. cstr. acc.	wine	
160243	tġzyt	tġzyt  	tġzy(t/t	tġẓyt	n. f. sg. abs. gen.	offering, libation	Surface z for DULAT ẓ.
160244	špš	špš	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	Hymnic close: špš rpim tḥtk.
# KTU 1.6 VI:46							
160245	rpim	rpim  	rp(u&i/m	rpủ	n. m. pl. abs. acc.	Rephaim, healers	Encoding per Tagging conventions (rp(u&i/m).
160246	tḥtk	tḥtk	!t==!ḥtk[	/ḥ-t-k/	vb G prefc. 2 f. sg.	to rule	'Šapšu, you rule the Rephaim' (DULAT /ḥ-t-k/).
160246	tḥtk	tḥtk	!t==!ḥtk[:d	/ḥ-t-k/	vb D prefc. 2 f. sg.	to rule	EUPT: D-stem (unwritten gemination; both viable).
160246	tḥtk	tḥtk	tḥt(I)+k=	tḥt (I)	prep. + 2 f. sg. suff.	under	Alternative (DULAT tḥt (I)): 'the Rephaim are under you'.
# KTU 1.6 VI:47							
160247	špš	špš  	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
160248	tḥtk	tḥtk  	!t==!ḥtk[	/ḥ-t-k/	vb G prefc. 2 f. sg.	to rule	
160248	tḥtk	tḥtk  	tḥt(I)+k=	tḥt (I)	prep. + 2 f. sg. suff.	under	
160249	ilnym	ilnym	ilny/m	ỉlny	n. m. pl. abs. acc.	divine one	'the divine ones' (DULAT ỉlny).
# KTU 1.6 VI:48							
160250	ˤdk	ʿdk  	ˤd(I)+k=	ʕd (I)	prep. + 2 f. sg. suff.	around	DULAT: ˤdk ilm hn mtm 'around you are the gods, behold the men/dead'.
160251	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
160252	hn	hn  	hn	hn	deictic functor	behold!	
160253	mtm	mtm	mt(III)/m	mt (III)	n. m. pl. abs. nom.	man, mortal	DULAT cites mt (III) 'man; individual' here.
# KTU 1.6 VI:49							
160254	ˤdk	ʿdk  	ˤd(I)+k=	ʕd (I)	prep. + 2 f. sg. suff.	around	
160255	kṯrm	kṯrm  	kṯr(III)/~m	kṯr (III)	DN m. sg. abs. nom. + encl. -m	Kôṯaru/Kothar	DULAT cites kṯr (III) + -m (II): kṯrm ḥbrk 'Kothar is your companion'.
160256	ḥbrk	ḥbrk	ḥbr(I)/+k=	ḥbr (I)	n. m. sg. cstr. nom. + 2 f. sg. suff.	companion	'your companion' (Šapšu).
# KTU 1.6 VI:50							
160257	w	w 	w	w	conj.	and	
160258	ḫss	ḫss  	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	'and Khasis your familiar'.
160259	dˤtk	dʿtk	dˤ(t(I)/t+k=	dʕt (I)	n. f. sg. cstr. nom. + 2 f. sg. suff.	knowledge	DULAT dʕt (I) 'knowledge'; 'Khasis your familiar'.
# KTU 1.6 VI:51							
160260	b	b  	b	b	prep.	in	
160261	ym	ym  	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	'in the sea are Arsh and the dragon' (DULAT).
160262	arš	arš  	arš/	ảrš	DN m. sg. abs. nom.	Arišu/Arsh	DULAT: 'many-headed' monster.
160263	w	w 	w	w	conj.	and	
160264	tnn	tnn	tnn(I)/	tnn (I)	DN m. sg. abs. nom.	Tunnanu/dragon	
# KTU 1.6 VI:52							
160265	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Kôṯaru/Kothar	kṯr w ḫss — double-barrelled DN.
160266	w	w 	w	w	conj.	and	
160267	ḫss	ḫss  	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
160268	yd	yd	!y!(yd(y(I)[	/y-d-y/ (I)	vb G prefc. 3 m. sg.	to drive away, expel	DULAT cites /y-d-y/ (I): kṯr w ḫss yd 'may Kothar-and-Khasis drive (them) away'.
# KTU 1.6 VI:53							
160269	ytr	ytr  	!y!(ntr[	/n-t-r/	vb G prefc. 3 m. sg.	to banish	DULAT cites /n-t-r/: ytr kṯr w ḫss.
160270	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Kôṯaru/Kothar	
160271	w	w 	w	w	conj.	and	
160272	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.6 VI:54							
160273	spr	spr  	spr(I)/	spr (I)	n. m. sg. abs. nom.	scribe	Colophon (// 1.4 VIII:49).
160273	spr	spr  	spr[	/s-p-r/	vb G suffc. 3 m. sg.	to count, number	DULAT files the colophon s.v. /s-p-r/.
160274	ilmlk	ilmlk 	ilmlk/	ỉlmlk	PN m. sg.	Ilimilku	
160275	šbny	šbny	šbny/	šbny	GN m. sg.	Shubanite	DULAT: GN < šbn (TN).
# KTU 1.6 VI:55							
160276	lmd	lmd  	lmd/	lmd	n. m. sg. cstr.	apprentice, student	'apprentice of Attanu the diviner'.
160277	atn	atn  	atn(II)/	ảtn (II)	PN m. sg.	Attanu	
160278	prln	prln  	prln/	prln	n. m. sg. abs.	diviner	DULAT: sg. prln 'diviner'.
160279	rb	rb 	rb(II)/	rb (II)	n. m. sg. cstr.	chief	rb khnm 'chief of the priests'.
# KTU 1.6 VI:56							
160280	khnm	khnm 	khn(I)/m	khn (I)	n. m. pl. abs. gen.	priest	
160281	rb	rb  	rb(II)/	rb (II)	n. m. sg. cstr.	chief	rb nqdm 'chief of the herdsmen'.
160282	nqdm	nqdm	nqd/m	nqd	n. m. pl. abs. gen.	(head) shepherd	
# KTU 1.6 VI:57							
160283	ṯˤy	ṯʿy  	ṯˤy(I)/	ṯʕy (I)	n. m. sg. cstr.	minister, officiant	ṯˤy nqmd 'officiant of Niqmaddu, king of Ugarit'.
160284	nqmd	nqmd  	nqmd/	nqmd	PN m. sg.	Niqmaddu	King of Ugarit.
160285	mlk	mlk 	mlk(I)/	mlk (I)	n. m. sg. cstr.	king	
160286	ugrt	ugrt	ugrt/	ủgrt	TN gen.	Ugarit	
# KTU 1.6 VI:58							
160287	adn	adn  	adn(I)/	ảdn (I)	n. m. sg. cstr.	lord, master	
160288	yrgb	yrgb  	yrgbbˤl/	yrgbbʕl	PN m. sg.	Yargub-Baʿlu	MERGE WITH THE NEXT: yrgb+bˤl = PN yrgbbˤl (scribal divider yrgb{.}bˤl, DULAT).
160289	bˤl	bʿl  	yrgbbˤl/	yrgbbʕl	PN m. sg.	Yargub-Baʿlu	MERGE WITH THE PREVIOUS.
160290	ṯrmn	ṯrmn	ṯrmn(I)/	ṯrmn (I)	DN m. sg. abs.	Ṯarrumannu	DULAT ṯrmn (I) DN.
